part,id_modulo,analito,envio_str,envio,item_ensaio,sistema,valor
220,322,Glicose,Set/2024,2024-09-01,GB02,1,51.0
1154,322,Glicose,Set/2024,2024-09-01,GB02,2,53.0
602,322,Glicose,Set/2024,2024-09-01,GB03,1,273.0
956,322,Glicose,Set/2024,2024-09-01,GB01,1,104.0
840,322,Glicose,Set/2024,2024-09-01,GB02,1,53.0
1154,322,Glicose,Set/2024,2024-09-01,GB03,2,315.0
423,322,Glicose,Set/2024,2024-09-01,GB03,1,290.0
1206,322,Glicose,Set/2024,2024-09-01,GB01,1,108.0
840,322,Glicose,Set/2024,2024-09-01,GB03,1,298.0
220,322,Glicose,Set/2024,2024-09-01,GB03,1,272.0
602,322,Glicose,Set/2024,2024-09-01,GB01,2,98.0
956,322,Glicose,Set/2024,2024-09-01,GB02,1,52.0
1206,322,Glicose,Set/2024,2024-09-01,GB02,1,52.0
483,322,Glicose,Set/2024,2024-09-01,GB01,1,109.0
844,322,Glicose,Set/2024,2024-09-01,GB01,1,100.0
1206,322,Glicose,Set/2024,2024-09-01,GB03,1,300.0
602,322,Glicose,Set/2024,2024-09-01,GB02,2,47.0
241,322,Glicose,Set/2024,2024-09-01,GB01,1,104.0
1101,322,Glicose,Set/2024,2024-09-01,GB02,2,50.0
2193,322,Glicose,Set/2024,2024-09-01,GB01,1,104.0
2893,322,Glicose,Set/2024,2024-09-01,GB01,1,103.0
3058,322,Glicose,Set/2024,2024-09-01,GB01,1,103.0
2260,322,Glicose,Set/2024,2024-09-01,GB03,3,299.0
1955,322,Glicose,Set/2024,2024-09-01,GB01,2,109.0
2193,322,Glicose,Set/2024,2024-09-01,GB02,1,51.0
829,322,Glicose,Set/2024,2024-09-01,GB02,1,43.0
3887,322,Glicose,Set/2024,2024-09-01,GB02,1,50.0
3367,322,Glicose,Set/2024,2024-09-01,GB03,1,288.0
1101,322,Glicose,Set/2024,2024-09-01,GB03,2,288.0
2193,322,Glicose,Set/2024,2024-09-01,GB03,1,282.0
2893,322,Glicose,Set/2024,2024-09-01,GB02,1,51.0
6081,322,Glicose,Set/2024,2024-09-01,GB02,1,48.0
3058,322,Glicose,Set/2024,2024-09-01,GB02,1,53.0
1955,322,Glicose,Set/2024,2024-09-01,GB02,2,53.0
2293,322,Glicose,Set/2024,2024-09-01,GB01,1,104.0
2193,322,Glicose,Set/2024,2024-09-01,GB01,2,107.0
829,322,Glicose,Set/2024,2024-09-01,GB03,1,329.0
2193,322,Glicose,Set/2024,2024-09-01,GB02,2,52.0
3447,322,Glicose,Set/2024,2024-09-01,GB02,1,47.0
3447,322,Glicose,Set/2024,2024-09-01,GB01,1,100.0
1154,322,Glicose,Set/2024,2024-09-01,GB01,1,116.0
3887,322,Glicose,Set/2024,2024-09-01,GB03,1,285.0
6081,322,Glicose,Set/2024,2024-09-01,GB03,1,276.0
3058,322,Glicose,Set/2024,2024-09-01,GB03,1,272.0
2293,322,Glicose,Set/2024,2024-09-01,GB02,1,52.0
4092,322,Glicose,Set/2024,2024-09-01,GB01,1,91.0
1955,322,Glicose,Set/2024,2024-09-01,GB03,2,290.0
834,322,Glicose,Set/2024,2024-09-01,GB01,1,95.0
1154,322,Glicose,Set/2024,2024-09-01,GB02,1,56.0
4092,322,Glicose,Set/2024,2024-09-01,GB02,1,44.0
940,322,Glicose,Set/2024,2024-09-01,GB02,2,44.0
5890,322,Glicose,Set/2024,2024-09-01,GB02,1,51.0
6138,322,Glicose,Set/2024,2024-09-01,GB01,1,95.0
3059,322,Glicose,Set/2024,2024-09-01,GB01,2,107.0
2293,322,Glicose,Set/2024,2024-09-01,GB03,1,287.0
2893,322,Glicose,Set/2024,2024-09-01,GB03,1,279.0
4092,322,Glicose,Set/2024,2024-09-01,GB03,1,262.0
1956,322,Glicose,Set/2024,2024-09-01,GB01,1,101.0
834,322,Glicose,Set/2024,2024-09-01,GB02,1,45.0
1154,322,Glicose,Set/2024,2024-09-01,GB03,1,324.0
4092,322,Glicose,Set/2024,2024-09-01,GB01,2,103.0
3447,322,Glicose,Set/2024,2024-09-01,GB03,1,277.0
4092,322,Glicose,Set/2024,2024-09-01,GB02,5,48.0
6138,322,Glicose,Set/2024,2024-09-01,GB02,1,45.0
3059,322,Glicose,Set/2024,2024-09-01,GB02,2,54.0
2894,322,Glicose,Set/2024,2024-09-01,GB01,1,101.0
2759,322,Glicose,Set/2024,2024-09-01,GB01,1,110.0
4092,322,Glicose,Set/2024,2024-09-01,GB02,2,49.0
1956,322,Glicose,Set/2024,2024-09-01,GB02,1,49.0
834,322,Glicose,Set/2024,2024-09-01,GB03,1,276.0
4149,322,Glicose,Set/2024,2024-09-01,GB03,1,275.0
3465,322,Glicose,Set/2024,2024-09-01,GB01,1,100.0
4092,322,Glicose,Set/2024,2024-09-01,GB03,2,286.0
4092,322,Glicose,Set/2024,2024-09-01,GB03,5,275.0
6138,322,Glicose,Set/2024,2024-09-01,GB03,1,280.0
3060,322,Glicose,Set/2024,2024-09-01,GB01,1,110.0
2894,322,Glicose,Set/2024,2024-09-01,GB02,1,48.0
2759,322,Glicose,Set/2024,2024-09-01,GB02,1,58.0
1956,322,Glicose,Set/2024,2024-09-01,GB03,1,296.0
4092,322,Glicose,Set/2024,2024-09-01,GB01,4,99.0
4398,322,Glicose,Set/2024,2024-09-01,GB03,1,294.0
4181,322,Glicose,Set/2024,2024-09-01,GB01,1,99.0
4092,322,Glicose,Set/2024,2024-09-01,GB02,4,48.0
4122,322,Glicose,Set/2024,2024-09-01,GB01,1,98.0
3060,322,Glicose,Set/2024,2024-09-01,GB02,1,70.0
6140,322,Glicose,Set/2024,2024-09-01,GB01,1,97.0
2894,322,Glicose,Set/2024,2024-09-01,GB03,1,287.0
2759,322,Glicose,Set/2024,2024-09-01,GB03,1,280.0
4092,322,Glicose,Set/2024,2024-09-01,GB03,4,277.0
1975,322,Glicose,Set/2024,2024-09-01,GB01,1,105.0
3465,322,Glicose,Set/2024,2024-09-01,GB02,1,50.0
4447,322,Glicose,Set/2024,2024-09-01,GB01,1,100.0
4092,322,Glicose,Set/2024,2024-09-01,GB01,5,98.0
4122,322,Glicose,Set/2024,2024-09-01,GB02,1,48.0
4181,322,Glicose,Set/2024,2024-09-01,GB02,1,48.0
6140,322,Glicose,Set/2024,2024-09-01,GB02,1,45.0
2894,322,Glicose,Set/2024,2024-09-01,GB01,2,99.0
2767,322,Glicose,Set/2024,2024-09-01,GB01,1,104.0
4503,322,Glicose,Set/2024,2024-09-01,GB02,1,46.0
1975,322,Glicose,Set/2024,2024-09-01,GB02,1,50.0
3060,322,Glicose,Set/2024,2024-09-01,GB03,1,275.0
3465,322,Glicose,Set/2024,2024-09-01,GB03,1,296.0
4447,322,Glicose,Set/2024,2024-09-01,GB02,1,46.0
4503,322,Glicose,Set/2024,2024-09-01,GB03,1,292.0
4181,322,Glicose,Set/2024,2024-09-01,GB03,1,271.0
4122,322,Glicose,Set/2024,2024-09-01,GB03,1,288.0
6140,322,Glicose,Set/2024,2024-09-01,GB03,1,281.0
2767,322,Glicose,Set/2024,2024-09-01,GB02,1,56.0
2894,322,Glicose,Set/2024,2024-09-01,GB02,2,47.0
3095,322,Glicose,Set/2024,2024-09-01,GB01,1,106.0
3728,322,Glicose,Set/2024,2024-09-01,GB01,1,105.0
1975,322,Glicose,Set/2024,2024-09-01,GB03,1,285.0
4776,322,Glicose,Set/2024,2024-09-01,GB01,1,100.0
4447,322,Glicose,Set/2024,2024-09-01,GB03,1,288.0
4776,322,Glicose,Set/2024,2024-09-01,GB02,1,47.0
4182,322,Glicose,Set/2024,2024-09-01,GB01,1,98.0
4123,322,Glicose,Set/2024,2024-09-01,GB01,1,100.0
4872,322,Glicose,Set/2024,2024-09-01,GB03,1,275.0
6144,322,Glicose,Set/2024,2024-09-01,GB01,1,104.0
2894,322,Glicose,Set/2024,2024-09-01,GB03,2,282.0
3728,322,Glicose,Set/2024,2024-09-01,GB02,1,49.0
3095,322,Glicose,Set/2024,2024-09-01,GB02,1,52.0
4776,322,Glicose,Set/2024,2024-09-01,GB03,1,285.0
5075,322,Glicose,Set/2024,2024-09-01,GB01,2,96.0
4451,322,Glicose,Set/2024,2024-09-01,GB01,1,98.0
4872,322,Glicose,Set/2024,2024-09-01,GB01,1,108.0
4182,322,Glicose,Set/2024,2024-09-01,GB02,1,49.0
4977,322,Glicose,Set/2024,2024-09-01,GB01,1,99.0
4123,322,Glicose,Set/2024,2024-09-01,GB02,1,48.0
6144,322,Glicose,Set/2024,2024-09-01,GB02,1,51.0
5090,322,Glicose,Set/2024,2024-09-01,GB01,1,102.0
5151,322,Glicose,Set/2024,2024-09-01,GB03,1,280.0
4872,322,Glicose,Set/2024,2024-09-01,GB02,1,51.0
5128,322,Glicose,Set/2024,2024-09-01,GB01,1,106.0
5075,322,Glicose,Set/2024,2024-09-01,GB02,2,48.0
4451,322,Glicose,Set/2024,2024-09-01,GB02,1,46.0
5341,322,Glicose,Set/2024,2024-09-01,GB02,1,47.0
4182,322,Glicose,Set/2024,2024-09-01,GB03,1,279.0
4977,322,Glicose,Set/2024,2024-09-01,GB02,1,47.0
4123,322,Glicose,Set/2024,2024-09-01,GB03,1,288.0
5090,322,Glicose,Set/2024,2024-09-01,GB02,1,49.0
6144,322,Glicose,Set/2024,2024-09-01,GB03,1,294.0
5302,322,Glicose,Set/2024,2024-09-01,GB01,1,105.0
5128,322,Glicose,Set/2024,2024-09-01,GB02,1,52.0
5341,322,Glicose,Set/2024,2024-09-01,GB03,1,283.0
4451,322,Glicose,Set/2024,2024-09-01,GB03,1,278.0
5075,322,Glicose,Set/2024,2024-09-01,GB03,2,286.0
5418,322,Glicose,Set/2024,2024-09-01,GB01,1,99.0
4398,322,Glicose,Set/2024,2024-09-01,GB01,1,105.0
4977,322,Glicose,Set/2024,2024-09-01,GB03,1,285.0
4149,322,Glicose,Set/2024,2024-09-01,GB01,1,97.0
6182,322,Glicose,Set/2024,2024-09-01,GB01,1,118.0
5302,322,Glicose,Set/2024,2024-09-01,GB02,1,49.0
5128,322,Glicose,Set/2024,2024-09-01,GB03,1,293.0
5418,322,Glicose,Set/2024,2024-09-01,GB02,1,47.0
5090,322,Glicose,Set/2024,2024-09-01,GB03,1,284.0
5075,322,Glicose,Set/2024,2024-09-01,GB01,3,104.0
4503,322,Glicose,Set/2024,2024-09-01,GB01,1,98.0
4398,322,Glicose,Set/2024,2024-09-01,GB02,1,48.0
5418,322,Glicose,Set/2024,2024-09-01,GB03,1,285.0
5075,322,Glicose,Set/2024,2024-09-01,GB01,1,99.0
4149,322,Glicose,Set/2024,2024-09-01,GB02,1,44.0
5302,322,Glicose,Set/2024,2024-09-01,GB03,1,299.0
6182,322,Glicose,Set/2024,2024-09-01,GB02,1,55.0
5151,322,Glicose,Set/2024,2024-09-01,GB01,1,100.0
5075,322,Glicose,Set/2024,2024-09-01,GB02,3,48.0
5098,322,Glicose,Set/2024,2024-09-01,GB01,1,100.0
5511,322,Glicose,Set/2024,2024-09-01,GB01,1,100.0
5468,322,Glicose,Set/2024,2024-09-01,GB01,1,115.0
5514,322,Glicose,Set/2024,2024-09-01,GB02,1,48.0
5075,322,Glicose,Set/2024,2024-09-01,GB02,1,46.0
5468,322,Glicose,Set/2024,2024-09-01,GB02,1,49.0
5545,322,Glicose,Set/2024,2024-09-01,GB02,1,49.0
6182,322,Glicose,Set/2024,2024-09-01,GB03,1,322.0
5341,322,Glicose,Set/2024,2024-09-01,GB01,1,99.0
5075,322,Glicose,Set/2024,2024-09-01,GB03,3,290.0
5151,322,Glicose,Set/2024,2024-09-01,GB02,1,48.0
5098,322,Glicose,Set/2024,2024-09-01,GB02,1,48.0
5511,322,Glicose,Set/2024,2024-09-01,GB02,1,47.0
5468,322,Glicose,Set/2024,2024-09-01,GB03,1,325.0
5075,322,Glicose,Set/2024,2024-09-01,GB03,1,288.0
5514,322,Glicose,Set/2024,2024-09-01,GB03,1,291.0
5734,322,Glicose,Set/2024,2024-09-01,GB01,1,99.0
6187,322,Glicose,Set/2024,2024-09-01,GB01,1,101.0
5651,322,Glicose,Set/2024,2024-09-01,GB02,1,52.0
5545,322,Glicose,Set/2024,2024-09-01,GB03,1,287.0
5724,322,Glicose,Set/2024,2024-09-01,GB02,1,54.0
5732,322,Glicose,Set/2024,2024-09-01,GB02,1,48.0
5734,322,Glicose,Set/2024,2024-09-01,GB02,1,47.0
956,322,Glicose,Set/2024,2024-09-01,GB03,1,277.0
1315,322,Glicose,Set/2024,2024-09-01,GB01,1,97.0
844,322,Glicose,Set/2024,2024-09-01,GB02,1,47.0
483,322,Glicose,Set/2024,2024-09-01,GB02,1,56.0
1315,322,Glicose,Set/2024,2024-09-01,GB02,1,47.0
241,322,Glicose,Set/2024,2024-09-01,GB02,1,52.0
602,322,Glicose,Set/2024,2024-09-01,GB03,2,269.0
1063,322,Glicose,Set/2024,2024-09-01,GB01,1,99.0
1315,322,Glicose,Set/2024,2024-09-01,GB03,1,286.0
844,322,Glicose,Set/2024,2024-09-01,GB03,1,276.0
483,322,Glicose,Set/2024,2024-09-01,GB03,1,291.0
1338,322,Glicose,Set/2024,2024-09-01,GB01,1,98.0
602,322,Glicose,Set/2024,2024-09-01,GB01,3,100.0
1063,322,Glicose,Set/2024,2024-09-01,GB02,1,48.0
241,322,Glicose,Set/2024,2024-09-01,GB03,1,275.0
1338,322,Glicose,Set/2024,2024-09-01,GB02,1,51.0
892,322,Glicose,Set/2024,2024-09-01,GB01,1,123.0
492,322,Glicose,Set/2024,2024-09-01,GB01,1,114.0
1338,322,Glicose,Set/2024,2024-09-01,GB03,1,262.0
602,322,Glicose,Set/2024,2024-09-01,GB02,3,48.0
1063,322,Glicose,Set/2024,2024-09-01,GB03,1,285.0
282,322,Glicose,Set/2024,2024-09-01,GB01,1,100.0
892,322,Glicose,Set/2024,2024-09-01,GB02,1,56.0
1489,322,Glicose,Set/2024,2024-09-01,GB01,1,104.0
492,322,Glicose,Set/2024,2024-09-01,GB02,1,53.0
1489,322,Glicose,Set/2024,2024-09-01,GB02,1,50.0
5890,322,Glicose,Set/2024,2024-09-01,GB03,1,313.0
602,322,Glicose,Set/2024,2024-09-01,GB03,3,282.0
1063,322,Glicose,Set/2024,2024-09-01,GB01,2,101.0
282,322,Glicose,Set/2024,2024-09-01,GB02,1,50.0
1489,322,Glicose,Set/2024,2024-09-01,GB03,1,293.0
892,322,Glicose,Set/2024,2024-09-01,GB03,1,314.0
492,322,Glicose,Set/2024,2024-09-01,GB03,1,307.0
1594,322,Glicose,Set/2024,2024-09-01,GB01,1,101.0
6001,322,Glicose,Set/2024,2024-09-01,GB01,1,98.0
1063,322,Glicose,Set/2024,2024-09-01,GB02,2,49.0
675,322,Glicose,Set/2024,2024-09-01,GB01,1,110.0
282,322,Glicose,Set/2024,2024-09-01,GB03,1,266.0
918,322,Glicose,Set/2024,2024-09-01,GB01,1,105.0
1594,322,Glicose,Set/2024,2024-09-01,GB02,1,51.0
1737,322,Glicose,Set/2024,2024-09-01,GB01,1,108.0
551,322,Glicose,Set/2024,2024-09-01,GB01,1,102.0
1594,322,Glicose,Set/2024,2024-09-01,GB03,1,271.0
6001,322,Glicose,Set/2024,2024-09-01,GB02,1,47.0
675,322,Glicose,Set/2024,2024-09-01,GB02,1,53.0
359,322,Glicose,Set/2024,2024-09-01,GB01,1,108.0
1736,322,Glicose,Set/2024,2024-09-01,GB01,1,105.0
1063,322,Glicose,Set/2024,2024-09-01,GB03,2,282.0
918,322,Glicose,Set/2024,2024-09-01,GB02,1,51.0
551,322,Glicose,Set/2024,2024-09-01,GB02,1,51.0
1737,322,Glicose,Set/2024,2024-09-01,GB02,1,50.0
1736,322,Glicose,Set/2024,2024-09-01,GB02,1,48.0
6001,322,Glicose,Set/2024,2024-09-01,GB03,1,271.0
675,322,Glicose,Set/2024,2024-09-01,GB03,1,293.0
1736,322,Glicose,Set/2024,2024-09-01,GB03,1,274.0
1063,322,Glicose,Set/2024,2024-09-01,GB01,3,104.0
918,322,Glicose,Set/2024,2024-09-01,GB03,1,275.0
359,322,Glicose,Set/2024,2024-09-01,GB02,1,51.0
551,322,Glicose,Set/2024,2024-09-01,GB03,1,273.0
1737,322,Glicose,Set/2024,2024-09-01,GB03,1,298.0
1976,322,Glicose,Set/2024,2024-09-01,GB01,1,102.0
737,322,Glicose,Set/2024,2024-09-01,GB01,1,106.0
6023,322,Glicose,Set/2024,2024-09-01,GB01,1,106.0
918,322,Glicose,Set/2024,2024-09-01,GB01,2,103.0
2767,322,Glicose,Set/2024,2024-09-01,GB03,1,278.0
1063,322,Glicose,Set/2024,2024-09-01,GB02,3,49.0
2193,322,Glicose,Set/2024,2024-09-01,GB03,2,290.0
594,322,Glicose,Set/2024,2024-09-01,GB01,1,115.0
1903,322,Glicose,Set/2024,2024-09-01,GB01,1,107.0
737,322,Glicose,Set/2024,2024-09-01,GB02,1,54.0
6023,322,Glicose,Set/2024,2024-09-01,GB02,1,51.0
1976,322,Glicose,Set/2024,2024-09-01,GB02,1,49.0
918,322,Glicose,Set/2024,2024-09-01,GB02,2,52.0
2823,322,Glicose,Set/2024,2024-09-01,GB01,1,109.0
1063,322,Glicose,Set/2024,2024-09-01,GB03,3,285.0
2260,322,Glicose,Set/2024,2024-09-01,GB01,1,101.0
7692,322,Glicose,Set/2024,2024-09-01,GB03,1,282.0
7717,322,Glicose,Set/2024,2024-09-01,GB01,1,98.0
7703,322,Glicose,Set/2024,2024-09-01,GB02,1,49.0
7554,322,Glicose,Set/2024,2024-09-01,GB03,1,266.0
7790,322,Glicose,Set/2024,2024-09-01,GB01,1,105.0
9926,322,Glicose,Set/2024,2024-09-01,GB01,1,103.0
9755,322,Glicose,Set/2024,2024-09-01,GB02,1,49.0
10431,322,Glicose,Set/2024,2024-09-01,GB01,2,99.0
7703,322,Glicose,Set/2024,2024-09-01,GB03,1,282.0
7692,322,Glicose,Set/2024,2024-09-01,GB01,1,103.0
10438,322,Glicose,Set/2024,2024-09-01,GB02,1,55.0
7933,322,Glicose,Set/2024,2024-09-01,GB01,1,101.0
9755,322,Glicose,Set/2024,2024-09-01,GB03,1,285.0
9383,322,Glicose,Set/2024,2024-09-01,GB02,1,47.0
10556,322,Glicose,Set/2024,2024-09-01,GB01,2,107.0
9221,322,Glicose,Set/2024,2024-09-01,GB03,1,267.0
9926,322,Glicose,Set/2024,2024-09-01,GB02,1,48.0
9383,322,Glicose,Set/2024,2024-09-01,GB03,1,276.0
10565,322,Glicose,Set/2024,2024-09-01,GB01,1,108.0
10431,322,Glicose,Set/2024,2024-09-01,GB02,2,48.0
10623,322,Glicose,Set/2024,2024-09-01,GB01,1,94.0
9762,322,Glicose,Set/2024,2024-09-01,GB01,1,117.0
7790,322,Glicose,Set/2024,2024-09-01,GB03,1,282.0
9224,322,Glicose,Set/2024,2024-09-01,GB01,1,98.0
10438,322,Glicose,Set/2024,2024-09-01,GB03,1,323.0
9926,322,Glicose,Set/2024,2024-09-01,GB03,1,283.0
9383,322,Glicose,Set/2024,2024-09-01,GB01,2,102.0
9018,322,Glicose,Set/2024,2024-09-01,GB03,1,322.0
9018,322,Glicose,Set/2024,2024-09-01,GB02,1,50.0
10431,322,Glicose,Set/2024,2024-09-01,GB03,2,275.0
10556,322,Glicose,Set/2024,2024-09-01,GB02,2,56.0
9762,322,Glicose,Set/2024,2024-09-01,GB02,1,57.0
10565,322,Glicose,Set/2024,2024-09-01,GB02,1,53.0
7819,322,Glicose,Set/2024,2024-09-01,GB01,1,104.0
9224,322,Glicose,Set/2024,2024-09-01,GB02,1,48.0
10444,322,Glicose,Set/2024,2024-09-01,GB01,1,98.0
9995,322,Glicose,Set/2024,2024-09-01,GB01,1,99.0
9383,322,Glicose,Set/2024,2024-09-01,GB02,2,47.0
9149,322,Glicose,Set/2024,2024-09-01,GB01,1,108.0
10431,322,Glicose,Set/2024,2024-09-01,GB01,3,100.0
7933,322,Glicose,Set/2024,2024-09-01,GB02,1,48.0
10556,322,Glicose,Set/2024,2024-09-01,GB03,2,254.0
9762,322,Glicose,Set/2024,2024-09-01,GB03,1,313.0
7819,322,Glicose,Set/2024,2024-09-01,GB02,1,48.0
10565,322,Glicose,Set/2024,2024-09-01,GB03,1,286.0
10444,322,Glicose,Set/2024,2024-09-01,GB02,1,47.0
9224,322,Glicose,Set/2024,2024-09-01,GB03,1,283.0
9995,322,Glicose,Set/2024,2024-09-01,GB02,1,49.0
9383,322,Glicose,Set/2024,2024-09-01,GB03,2,286.0
10431,322,Glicose,Set/2024,2024-09-01,GB02,3,48.0
9149,322,Glicose,Set/2024,2024-09-01,GB02,1,54.0
7933,322,Glicose,Set/2024,2024-09-01,GB03,1,272.0
10560,322,Glicose,Set/2024,2024-09-01,GB01,1,114.0
7819,322,Glicose,Set/2024,2024-09-01,GB03,1,279.0
9800,322,Glicose,Set/2024,2024-09-01,GB01,1,102.0
10567,322,Glicose,Set/2024,2024-09-01,GB01,1,105.0
10444,322,Glicose,Set/2024,2024-09-01,GB03,1,281.0
9224,322,Glicose,Set/2024,2024-09-01,GB01,2,99.0
9995,322,Glicose,Set/2024,2024-09-01,GB03,1,292.0
10431,322,Glicose,Set/2024,2024-09-01,GB03,3,283.0
9415,322,Glicose,Set/2024,2024-09-01,GB01,1,99.0
9149,322,Glicose,Set/2024,2024-09-01,GB03,1,285.0
7933,322,Glicose,Set/2024,2024-09-01,GB01,2,105.0
10560,322,Glicose,Set/2024,2024-09-01,GB02,1,55.0
7831,322,Glicose,Set/2024,2024-09-01,GB01,1,106.0
9800,322,Glicose,Set/2024,2024-09-01,GB02,1,49.0
10567,322,Glicose,Set/2024,2024-09-01,GB02,1,50.0
10445,322,Glicose,Set/2024,2024-09-01,GB01,1,98.0
10431,322,Glicose,Set/2024,2024-09-01,GB01,4,101.0
10018,322,Glicose,Set/2024,2024-09-01,GB01,1,100.0
9224,322,Glicose,Set/2024,2024-09-01,GB02,2,46.0
9150,322,Glicose,Set/2024,2024-09-01,GB01,1,103.0
7933,322,Glicose,Set/2024,2024-09-01,GB02,2,49.0
10560,322,Glicose,Set/2024,2024-09-01,GB03,1,290.0
7831,322,Glicose,Set/2024,2024-09-01,GB02,1,51.0
9800,322,Glicose,Set/2024,2024-09-01,GB03,1,290.0
10567,322,Glicose,Set/2024,2024-09-01,GB03,1,286.0
9415,322,Glicose,Set/2024,2024-09-01,GB02,1,47.0
10445,322,Glicose,Set/2024,2024-09-01,GB02,1,47.0
10431,322,Glicose,Set/2024,2024-09-01,GB02,4,48.0
10018,322,Glicose,Set/2024,2024-09-01,GB02,1,46.0
9224,322,Glicose,Set/2024,2024-09-01,GB03,2,283.0
9150,322,Glicose,Set/2024,2024-09-01,GB02,1,54.0
7933,322,Glicose,Set/2024,2024-09-01,GB03,2,302.0
10564,322,Glicose,Set/2024,2024-09-01,GB01,1,98.0
7831,322,Glicose,Set/2024,2024-09-01,GB03,1,286.0
9878,322,Glicose,Set/2024,2024-09-01,GB01,1,93.0
10585,322,Glicose,Set/2024,2024-09-01,GB01,1,103.0
10445,322,Glicose,Set/2024,2024-09-01,GB03,1,277.0
10431,322,Glicose,Set/2024,2024-09-01,GB03,4,279.0
9415,322,Glicose,Set/2024,2024-09-01,GB03,1,271.0
10018,322,Glicose,Set/2024,2024-09-01,GB03,1,291.0
9225,322,Glicose,Set/2024,2024-09-01,GB01,1,108.0
9150,322,Glicose,Set/2024,2024-09-01,GB03,1,277.0
7933,322,Glicose,Set/2024,2024-09-01,GB01,3,99.0
10564,322,Glicose,Set/2024,2024-09-01,GB02,1,45.0
7831,322,Glicose,Set/2024,2024-09-01,GB01,2,108.0
9878,322,Glicose,Set/2024,2024-09-01,GB02,1,43.0
10504,322,Glicose,Set/2024,2024-09-01,GB01,1,95.0
10585,322,Glicose,Set/2024,2024-09-01,GB02,1,47.0
10431,322,Glicose,Set/2024,2024-09-01,GB01,5,98.0
9415,322,Glicose,Set/2024,2024-09-01,GB01,2,101.0
10047,322,Glicose,Set/2024,2024-09-01,GB01,1,101.0
9151,322,Glicose,Set/2024,2024-09-01,GB01,1,106.0
9225,322,Glicose,Set/2024,2024-09-01,GB02,1,53.0
7933,322,Glicose,Set/2024,2024-09-01,GB02,3,47.0
10564,322,Glicose,Set/2024,2024-09-01,GB03,1,274.0
7831,322,Glicose,Set/2024,2024-09-01,GB02,2,52.0
9878,322,Glicose,Set/2024,2024-09-01,GB03,1,279.0
10431,322,Glicose,Set/2024,2024-09-01,GB02,5,47.0
10504,322,Glicose,Set/2024,2024-09-01,GB02,1,46.0
10585,322,Glicose,Set/2024,2024-09-01,GB03,1,295.0
10047,322,Glicose,Set/2024,2024-09-01,GB02,1,48.0
9415,322,Glicose,Set/2024,2024-09-01,GB02,2,47.0
9151,322,Glicose,Set/2024,2024-09-01,GB02,1,54.0
9225,322,Glicose,Set/2024,2024-09-01,GB03,1,294.0
7933,322,Glicose,Set/2024,2024-09-01,GB03,3,287.0
10125,322,Glicose,Set/2024,2024-09-01,GB01,1,104.0
7831,322,Glicose,Set/2024,2024-09-01,GB03,2,289.0
9879,322,Glicose,Set/2024,2024-09-01,GB01,1,107.0
10504,322,Glicose,Set/2024,2024-09-01,GB03,1,288.0
10431,322,Glicose,Set/2024,2024-09-01,GB03,5,272.0
10623,322,Glicose,Set/2024,2024-09-01,GB02,1,49.0
10125,322,Glicose,Set/2024,2024-09-01,GB02,1,51.0
9415,322,Glicose,Set/2024,2024-09-01,GB03,2,289.0
9151,322,Glicose,Set/2024,2024-09-01,GB03,1,289.0
9267,322,Glicose,Set/2024,2024-09-01,GB01,1,107.0
7996,322,Glicose,Set/2024,2024-09-01,GB01,1,101.0
10047,322,Glicose,Set/2024,2024-09-01,GB03,1,294.0
7831,322,Glicose,Set/2024,2024-09-01,GB01,3,107.0
9879,322,Glicose,Set/2024,2024-09-01,GB02,1,51.0
10533,322,Glicose,Set/2024,2024-09-01,GB01,1,99.0
10431,322,Glicose,Set/2024,2024-09-01,GB01,6,95.0
10125,322,Glicose,Set/2024,2024-09-01,GB03,1,269.0
10623,322,Glicose,Set/2024,2024-09-01,GB03,1,287.0
9450,322,Glicose,Set/2024,2024-09-01,GB01,1,107.0
9221,322,Glicose,Set/2024,2024-09-01,GB01,1,101.0
7996,322,Glicose,Set/2024,2024-09-01,GB02,1,48.0
9267,322,Glicose,Set/2024,2024-09-01,GB02,1,51.0
7831,322,Glicose,Set/2024,2024-09-01,GB02,3,51.0
10103,322,Glicose,Set/2024,2024-09-01,GB01,1,106.0
9879,322,Glicose,Set/2024,2024-09-01,GB03,1,295.0
10431,322,Glicose,Set/2024,2024-09-01,GB02,6,46.0
10533,322,Glicose,Set/2024,2024-09-01,GB02,1,48.0
10420,322,Glicose,Set/2024,2024-09-01,GB01,1,101.0
10639,322,Glicose,Set/2024,2024-09-01,GB01,1,98.0
9221,322,Glicose,Set/2024,2024-09-01,GB02,1,51.0
9267,322,Glicose,Set/2024,2024-09-01,GB03,1,290.0
9450,322,Glicose,Set/2024,2024-09-01,GB02,1,52.0
7996,322,Glicose,Set/2024,2024-09-01,GB03,1,283.0
7831,322,Glicose,Set/2024,2024-09-01,GB03,3,289.0
10431,322,Glicose,Set/2024,2024-09-01,GB03,6,269.0
5098,322,Glicose,Set/2024,2024-09-01,GB03,1,278.0
5511,322,Glicose,Set/2024,2024-09-01,GB03,1,284.0
5734,322,Glicose,Set/2024,2024-09-01,GB03,1,284.0
5545,322,Glicose,Set/2024,2024-09-01,GB01,1,103.0
5735,322,Glicose,Set/2024,2024-09-01,GB02,1,49.0
6187,322,Glicose,Set/2024,2024-09-01,GB02,1,50.0
5651,322,Glicose,Set/2024,2024-09-01,GB03,1,280.0
